kw,prd,val
PPI_고추가루,201706,79.08
PPI_고추가루,201707,79.08
PPI_고추가루,201708,79.08
PPI_고추가루,201709,79.08
PPI_고추가루,201710,129.15
PPI_고추가루,201711,129.15
PPI_고추가루,201712,129.15
PPI_고추가루,201801,129.15
PPI_고추가루,201802,129.15
PPI_고추가루,201803,129.15
PPI_고추가루,201804,129.15
PPI_고추가루,201805,123.18
PPI_고추가루,201806,123.18
PPI_고추가루,201807,131.55
PPI_고추가루,201808,131.55
PPI_고추가루,201809,131.55
PPI_고추가루,201810,121.88
PPI_고추가루,201811,121.88
PPI_고추가루,201812,121.88
PPI_고추가루,201901,121.88
PPI_고추가루,201902,121.88
PPI_고추가루,201903,121.88
PPI_고추가루,201904,121.88
PPI_고추가루,201905,121.88
PPI_고추가루,201906,121.88
PPI_고추가루,201907,121.88
PPI_고추가루,201908,121.88
PPI_고추가루,201909,121.88
PPI_고추가루,201910,103.59
PPI_고추가루,201911,103.59
PPI_고추가루,201912,103.59
PPI_고추가루,202001,101.94
PPI_고추가루,202002,94.33
PPI_고추가루,202003,94.33
PPI_고추가루,202004,94.33
PPI_고추가루,202005,94.33
PPI_고추가루,202006,94.33
PPI_고추가루,202007,90.88
PPI_고추가루,202008,90.88
PPI_고추가루,202009,90.88
PPI_고추가루,202010,117.93
PPI_고추가루,202011,117.93
PPI_고추가루,202012,117.93
PPI_고추가루,202101,139.3
PPI_고추가루,202102,139.3
PPI_고추가루,202103,139.3
PPI_고추가루,202104,137.38
PPI_고추가루,202105,137.38
PPI_고추가루,202106,137.38
PPI_고추가루,202107,134.6
PPI_고추가루,202108,134.6
PPI_고추가루,202109,134.6
PPI_고추가루,202110,121.56
PPI_고추가루,202111,121.56
PPI_고추가루,202112,121.56
PPI_고추가루,202201,118.68
PPI_고추가루,202202,118.68
PPI_고추가루,202203,118.68
PPI_고추가루,202204,120.03
PPI_고추가루,202205,120.03
PPI_고추가루,202206,120.03
PPI_고추가루,202207,120.03
PPI_고추가루,202208,120.03
PPI_고추가루,202209,120.03
PPI_고추가루,202210,133.08
PPI_고추가루,202211,133.08
PPI_고추가루,202212,133.08
PPI_고추가루,202301,133.08
PPI_고추가루,202302,133.08
PPI_고추가루,202303,133.08
PPI_고추가루,202304,133.08
PPI_고추가루,202305,133.08
PPI_고추가루,202306,133.08
PPI_고추가루,202307,133.08
PPI_고추가루,202308,133.08
PPI_고추가루,202309,133.08
PPI_고추가루,202310,136.51
PPI_고추가루,202311,136.51
PPI_고추가루,202312,136.51
PPI_고추가루,202401,152.96
PPI_고추가루,202402,152.96
PPI_고추가루,202403,152.96
PPI_고추가루,202404,152.96
PPI_고추가루,202405,152.96
PPI_고추가루,202406,152.96
PPI_고추가루,202407,156.07
PPI_고추가루,202408,156.07
PPI_고추가루,202409,156.07
PPI_고추가루,202410,156.07
PPI_고추가루,202411,156.07
PPI_고추가루,202412,156.07
PPI_고추가루,202501,155.65
PPI_고추가루,202502,155.65
PPI_고추가루,202503,155.65
PPI_고추가루,202504,155.65
PPI_고추가루,202505,155.65
PPI_고추가루,202506,155.65
PPI_고추가루,202507,155.65
PPI_고추가루,202508,155.65
PPI_고추가루,202509,155.65
PPI_고추가루,202510,155.65
PPI_고추가루,202511,155.65
PPI_고추가루,202512,155.65
PPI_고추가루,202601,154.14
PPI_고추가루,202602,154.14
PPI_고추가루,202603,154.14
PPI_고추가루,202604,154.14
PPI_고추가루,202605,154.14
PPI_고추가루,202606,154.14
PPI_고추가루,202607,154.14
PPI_고추가루,202608,154.14
PPI_고추장,200101,39.75
PPI_고추장,200102,39.75
PPI_고추장,200103,39.75
PPI_고추장,200104,40.41
PPI_고추장,200105,46.47
PPI_고추장,200106,46.47
PPI_고추장,200107,46.47
PPI_고추장,200108,46.47
PPI_고추장,200109,46.47
PPI_고추장,200110,46.47
PPI_고추장,200111,46.47
PPI_고추장,200112,46.47
PPI_고추장,200201,46.47
PPI_고추장,200202,46.47
PPI_고추장,200203,46.47
PPI_고추장,200204,46.47
PPI_고추장,200205,46.47
PPI_고추장,200206,46.47
PPI_고추장,200207,46.47
PPI_고추장,200208,46.47
PPI_고추장,200209,46.47
PPI_고추장,200210,46.47
PPI_고추장,200211,46.47
PPI_고추장,200212,46.47
PPI_고추장,200301,46.47
PPI_고추장,200302,49.03
PPI_고추장,200303,49.83
PPI_고추장,200304,49.83
PPI_고추장,200305,49.83
PPI_고추장,200306,49.83
PPI_고추장,200307,50.69
PPI_고추장,200308,50.69
PPI_고추장,200309,50.69
PPI_고추장,200310,50.69
PPI_고추장,200311,50.69
PPI_고추장,200312,50.69
PPI_고추장,200401,50.69
PPI_고추장,200402,50.69
PPI_고추장,200403,54.3
PPI_고추장,200404,61.14
PPI_고추장,200405,61.14
PPI_고추장,200406,61.14
PPI_고추장,200407,61.14
PPI_고추장,200408,61.14
PPI_고추장,200409,61.14
PPI_고추장,200410,61.14
PPI_고추장,200411,61.14
PPI_고추장,200412,61.14
PPI_고추장,200501,61.14
PPI_고추장,200502,61.14
PPI_고추장,200503,61.14
PPI_고추장,200504,61.14
PPI_고추장,200505,61.14
PPI_고추장,200506,61.14
PPI_고추장,200507,61.14
PPI_고추장,200508,61.14
PPI_고추장,200509,61.14
PPI_고추장,200510,61.14
PPI_고추장,200511,61.14
PPI_고추장,200512,61.14
PPI_고추장,200601,61.14
PPI_고추장,200602,61.14
PPI_고추장,200603,61.14
PPI_고추장,200604,61.14
PPI_고추장,200605,61.14
PPI_고추장,200606,61.14
PPI_고추장,200607,61.14
PPI_고추장,200608,61.14
PPI_고추장,200609,61.14
PPI_고추장,200610,61.14
PPI_고추장,200611,61.14
PPI_고추장,200612,61.14
PPI_고추장,200701,61.14
PPI_고추장,200702,61.14
PPI_고추장,200703,64.81
PPI_고추장,200704,65.18
PPI_고추장,200705,65.18
PPI_고추장,200706,65.18
PPI_고추장,200707,65.18
PPI_고추장,200708,65.18
PPI_고추장,200709,65.18
PPI_고추장,200710,65.24
PPI_고추장,200711,65.24
PPI_고추장,200712,65.24
PPI_고추장,200801,65.24
PPI_고추장,200802,65.24
PPI_고추장,200803,65.24
PPI_고추장,200804,68.91
PPI_고추장,200805,68.91
PPI_고추장,200806,68.91
PPI_고추장,200807,68.91
PPI_고추장,200808,68.91
PPI_고추장,200809,68.91
PPI_고추장,200810,68.91
PPI_고추장,200811,72.4
PPI_고추장,200812,75.94
PPI_고추장,200901,75.94
PPI_고추장,200902,75.94
PPI_고추장,200903,75.94
PPI_고추장,200904,75.94
PPI_고추장,200905,75.94
PPI_고추장,200906,75.94
PPI_고추장,200907,75.94
PPI_고추장,200908,73.68
PPI_고추장,200909,73.68
PPI_고추장,200910,73.68
PPI_고추장,200911,73.68
PPI_고추장,200912,73.68
PPI_고추장,201001,75.42
PPI_고추장,201002,75.42
PPI_고추장,201003,75.42
PPI_고추장,201004,75.42
PPI_고추장,201005,75.42
PPI_고추장,201006,75.42
PPI_고추장,201007,77.32
PPI_고추장,201008,77.32
PPI_고추장,201009,77.32
PPI_고추장,201010,77.32
PPI_고추장,201011,77.32
PPI_고추장,201012,77.32
PPI_고추장,201101,82.76
PPI_고추장,201102,82.76
PPI_고추장,201103,82.76
PPI_고추장,201104,82.76
PPI_고추장,201105,82.76
PPI_고추장,201106,82.76
PPI_고추장,201107,84.91
PPI_고추장,201108,86.25
PPI_고추장,201109,86.25
PPI_고추장,201110,86.25
PPI_고추장,201111,89.05
PPI_고추장,201112,92.47
PPI_고추장,201201,92.47
PPI_고추장,201202,92.47
PPI_고추장,201203,92.47
PPI_고추장,201204,92.47
PPI_고추장,201205,92.47
PPI_고추장,201206,92.47
PPI_고추장,201207,92.47
PPI_고추장,201208,92.47
PPI_고추장,201209,92.47
PPI_고추장,201210,92.47
PPI_고추장,201211,92.47
PPI_고추장,201212,92.47
PPI_고추장,201301,94.46
PPI_고추장,201302,97.29
PPI_고추장,201303,97.29
PPI_고추장,201304,97.29
PPI_고추장,201305,98.88
PPI_고추장,201306,98.88
PPI_고추장,201307,98.88
PPI_고추장,201308,98.88
PPI_고추장,201309,98.88
PPI_고추장,201310,98.88
PPI_고추장,201311,98.88
PPI_고추장,201312,98.88
PPI_고추장,201401,98.88
PPI_고추장,201402,98.88
PPI_고추장,201403,98.88
PPI_고추장,201404,98.88
PPI_고추장,201405,98.88
PPI_고추장,201406,98.88
PPI_고추장,201407,98.88
PPI_고추장,201408,98.88
PPI_고추장,201409,98.88
PPI_고추장,201410,98.88
PPI_고추장,201411,98.88
PPI_고추장,201412,98.88
PPI_고추장,201501,98.88
PPI_고추장,201502,98.88
PPI_고추장,201503,98.88
PPI_고추장,201504,98.88
PPI_고추장,201505,98.88
PPI_고추장,201506,98.88
PPI_고추장,201507,100.6
PPI_고추장,201508,100.6
PPI_고추장,201509,100.6
PPI_고추장,201510,100.6
PPI_고추장,201511,100.6
PPI_고추장,201512,100.6
PPI_고추장,201601,100.6
PPI_고추장,201602,100.6
PPI_고추장,201603,100.6
PPI_고추장,201604,100.6
PPI_고추장,201605,100.6
PPI_고추장,201606,100.6
PPI_고추장,201607,100.6
PPI_고추장,201608,100.6
PPI_고추장,201609,100.6
PPI_고추장,201610,100.6
PPI_고추장,201611,100.6
PPI_고추장,201612,100.6
PPI_고추장,201701,100.6
PPI_고추장,201702,100.6
PPI_고추장,201703,100.6
PPI_고추장,201704,100.6
PPI_고추장,201705,100.6
PPI_고추장,201706,100.6
PPI_고추장,201707,100.6
PPI_고추장,201708,100.6
PPI_고추장,201709,100.6
PPI_고추장,201710,100.6
PPI_고추장,201711,100.6
PPI_고추장,201712,100.6
PPI_고추장,201801,100.6
PPI_고추장,201802,100.6
PPI_고추장,201803,100.6
PPI_고추장,201804,100.6
PPI_고추장,201805,100.6
PPI_고추장,201806,100.6
PPI_고추장,201807,100.6
PPI_고추장,201808,100.6
PPI_고추장,201809,100.6
PPI_고추장,201810,100.6
PPI_고추장,201811,100.6
PPI_고추장,201812,100.6
PPI_고추장,201901,100.6
PPI_고추장,201902,100.6
PPI_고추장,201903,100.6
PPI_고추장,201904,100
PPI_고추장,201905,100
PPI_고추장,201906,100
PPI_고추장,201907,100
PPI_고추장,201908,100
PPI_고추장,201909,100
PPI_고추장,201910,100
PPI_고추장,201911,100
PPI_고추장,201912,100
PPI_고추장,202001,100
PPI_고추장,202002,100
PPI_고추장,202003,100
PPI_고추장,202004,100
PPI_고추장,202005,100
PPI_고추장,202006,100
PPI_고추장,202007,100
PPI_고추장,202008,100
PPI_고추장,202009,100
PPI_고추장,202010,100
PPI_고추장,202011,100
PPI_고추장,202012,100
PPI_고추장,202101,100
PPI_고추장,202102,100
PPI_고추장,202103,100
PPI_고추장,202104,105.39
PPI_고추장,202105,105.39
PPI_고추장,202106,105.39
PPI_고추장,202107,105.39
PPI_고추장,202108,105.39
PPI_고추장,202109,105.39
PPI_고추장,202110,105.39
PPI_고추장,202111,105.39
PPI_고추장,202112,105.39
PPI_고추장,202201,105.39
PPI_고추장,202202,105.39
PPI_고추장,202203,105.39
PPI_고추장,202204,108.64
PPI_고추장,202205,108.64
PPI_고추장,202206,108.14
PPI_고추장,202207,108.14
PPI_고추장,202208,108.14
PPI_고추장,202209,108.14
PPI_고추장,202210,112.05
PPI_고추장,202211,112.05
PPI_고추장,202212,112.05
PPI_고추장,202301,114.15
PPI_고추장,202302,114.15
PPI_고추장,202303,114.15
PPI_고추장,202304,114.15
PPI_고추장,202305,114.15
PPI_고추장,202306,114.15
PPI_고추장,202307,118.72
PPI_고추장,202308,118.72
PPI_고추장,202309,118.72
PPI_고추장,202310,118.72
PPI_고추장,202311,118.72
PPI_고추장,202312,118.72
PPI_고추장,202401,119.74
PPI_고추장,202402,119.74
PPI_고추장,202403,119.74
PPI_고추장,202404,119.74
PPI_고추장,202405,119.74
PPI_고추장,202406,119.74
PPI_고추장,202407,119.74
PPI_고추장,202408,119.74
PPI_고추장,202409,119.74
PPI_고추장,202410,119.74
PPI_고추장,202411,119.74
PPI_고추장,202412,119.74
PPI_고추장,202501,119.74
PPI_고추장,202502,119.74
PPI_고추장,202503,119.74
PPI_고추장,202504,119.74
PPI_고추장,202505,119.74
PPI_고추장,202506,119.74
PPI_고추장,202507,122.98
PPI_고추장,202508,122.98
PPI_고추장,202509,122.98
PPI_고추장,202510,122.98
PPI_고추장,202511,122.98
PPI_고추장,202512,122.98
PPI_고추장,202601,122.98
PPI_고추장,202602,122.98
PPI_고추장,202603,122.98
PPI_고추장,202604,122.98
PPI_고추장,202605,122.98
PPI_고추장,202606,122.98
PPI_고추장,202607,122.98
PPI_고추장,202608,122.98
