series,ym,ton,ton_ytd,ton_ytd_bfyear
fresh,202303,0.0,0.0,0.0
fresh,202304,0.0,0.0,0.0
fresh,202305,0.0,0.0,0.0
fresh,202306,0.0,0.0,0.0
fresh,202307,0.0,0.0,0.0
fresh,202308,0.0,0.0,0.0
fresh,202309,6.0,6.0,0.0
fresh,202310,0.0,6.0,0.0
fresh,202311,0.0,6.0,0.0
fresh,202312,6.0,11.0,0.0
fresh,202401,0.0,0.0,0.0
fresh,202402,0.0,0.0,0.0
fresh,202403,0.0,0.0,0.0
fresh,202404,6.0,6.0,0.0
fresh,202405,0.0,6.0,0.0
fresh,202406,0.0,6.0,0.0
fresh,202407,0.0,6.0,0.0
fresh,202408,0.0,6.0,0.0
fresh,202409,0.0,6.0,6.0
fresh,202410,0.0,6.0,6.0
fresh,202411,0.0,6.0,6.0
fresh,202412,0.0,6.0,11.0
fresh,202501,0.0,0.0,0.0
fresh,202502,6.0,6.0,0.0
fresh,202503,0.0,6.0,0.0
fresh,202504,0.0,6.0,6.0
fresh,202505,0.0,6.0,6.0
fresh,202506,0.0,6.0,6.0
fresh,202507,6.0,13.0,6.0
fresh,202508,0.0,13.0,6.0
fresh,202509,6.0,19.0,6.0
fresh,202510,0.0,19.0,6.0
fresh,202511,6.0,26.0,6.0
fresh,202512,0.0,26.0,6.0
fresh,202601,0.0,0.0,0.0
fresh,202602,0.0,0.0,6.0
fresh,202603,6.0,6.0,6.0
fresh,202604,0.0,6.0,6.0
fresh,202605,0.0,6.0,6.0
fresh,202606,0.0,6.0,6.0
fresh,202607,6.0,13.0,13.0
fresh,202608,0.0,13.0,13.0
powder,199406,0.0,0.0,0.0
powder,199407,0.0,0.0,0.0
powder,199408,0.0,0.0,0.0
powder,199409,0.0,0.0,0.0
powder,199410,0.0,0.0,0.0
powder,199411,0.0,0.0,0.0
powder,199412,0.0,0.0,0.0
powder,199501,0.0,0.0,0.0
powder,199502,0.0,0.0,0.0
powder,199503,0.0,0.0,0.0
powder,199504,0.0,0.0,0.0
powder,199505,0.0,0.0,0.0
powder,199506,0.0,0.0,0.0
powder,199507,0.0,0.0,0.0
powder,199508,0.0,0.0,0.0
powder,199509,0.0,0.0,0.0
powder,199510,0.0,0.0,0.0
powder,199511,0.0,0.0,0.0
powder,199512,0.0,0.0,0.0
powder,199601,0.0,0.0,0.0
powder,199602,0.0,0.0,0.0
powder,199603,0.0,0.0,0.0
powder,199604,0.0,0.0,0.0
powder,199605,0.0,0.0,0.0
powder,199606,0.0,0.0,0.0
powder,199607,0.0,0.0,0.0
powder,199608,0.0,0.0,0.0
powder,199609,0.0,0.0,0.0
powder,199610,0.0,0.0,0.0
powder,199611,0.0,0.0,0.0
powder,199612,0.0,0.0,0.0
powder,199701,0.0,0.0,0.0
powder,199702,0.0,0.0,0.0
powder,199703,0.0,0.0,0.0
powder,199704,0.0,0.0,0.0
powder,199705,0.0,0.0,0.0
powder,199706,0.0,0.0,0.0
powder,199707,0.0,0.0,0.0
powder,199708,0.0,0.0,0.0
powder,199709,0.0,0.0,0.0
powder,199710,0.0,0.0,0.0
powder,199711,0.0,0.0,0.0
powder,199712,0.0,0.0,0.0
powder,199801,0.0,0.0,0.0
powder,199802,0.0,0.0,0.0
powder,199803,0.0,0.0,0.0
powder,199804,0.0,0.0,0.0
powder,199805,0.0,0.0,0.0
powder,199806,0.0,0.0,0.0
powder,199807,0.0,0.0,0.0
powder,199808,0.0,0.0,0.0
powder,199809,0.0,0.0,0.0
powder,199810,0.0,0.0,0.0
powder,199811,0.0,0.0,0.0
powder,199812,0.0,0.0,0.0
powder,199901,0.0,0.0,0.0
powder,199902,0.0,0.0,0.0
powder,199903,0.0,0.0,0.0
powder,199904,0.0,0.0,0.0
powder,199905,0.0,0.0,0.0
powder,199906,0.0,0.0,0.0
powder,199907,0.0,0.0,0.0
powder,199908,0.0,0.0,0.0
powder,199909,0.0,0.0,0.0
powder,199910,0.0,0.0,0.0
powder,199911,0.0,0.0,0.0
powder,199912,0.0,0.0,0.0
powder,200001,0.0,0.0,0.0
powder,200002,0.0,0.0,0.0
powder,200003,0.0,0.0,0.0
powder,200004,0.0,0.0,0.0
powder,200005,0.0,0.0,0.0
powder,200006,0.0,0.0,0.0
powder,200007,0.0,0.0,0.0
powder,200008,0.0,0.0,0.0
powder,200009,0.0,0.0,0.0
powder,200010,0.0,0.0,0.0
powder,200011,0.0,0.0,0.0
powder,200012,0.0,0.0,0.0
powder,200101,0.0,0.0,0.0
powder,200102,0.0,0.0,0.0
powder,200103,0.0,0.0,0.0
powder,200104,0.0,0.0,0.0
powder,200105,0.0,0.0,0.0
powder,200106,0.0,0.0,0.0
powder,200107,0.0,0.0,0.0
powder,200108,0.0,0.0,0.0
powder,200109,0.0,0.0,0.0
powder,200110,0.0,0.0,0.0
powder,200111,0.0,0.0,0.0
powder,200112,0.0,0.0,0.0
powder,200201,0.0,0.0,0.0
powder,200202,0.0,0.0,0.0
powder,200203,0.0,0.0,0.0
powder,200204,0.0,0.0,0.0
powder,200205,0.0,0.0,0.0
powder,200206,0.0,0.0,0.0
powder,200207,0.0,0.0,0.0
powder,200208,0.0,0.0,0.0
powder,200209,0.0,0.0,0.0
powder,200210,0.0,0.0,0.0
powder,200211,0.0,0.0,0.0
powder,200212,0.0,0.0,0.0
powder,200301,0.0,0.0,0.0
powder,200302,0.0,0.0,0.0
powder,200303,0.0,0.0,0.0
powder,200304,0.0,0.0,0.0
powder,200305,0.0,0.0,0.0
powder,200306,0.0,0.0,0.0
powder,200307,0.0,0.0,0.0
powder,200308,0.0,0.0,0.0
powder,200309,0.0,0.0,0.0
powder,200310,0.0,0.0,0.0
powder,200311,0.0,0.0,0.0
powder,200312,0.0,0.0,0.0
powder,200401,0.0,0.0,0.0
powder,200402,0.0,0.0,0.0
powder,200403,0.0,0.0,0.0
powder,200404,0.0,0.0,0.0
powder,200405,0.0,0.0,0.0
powder,200406,0.0,0.0,0.0
powder,200407,0.0,0.0,0.0
powder,200408,0.0,0.0,0.0
powder,200409,0.0,0.0,0.0
powder,200410,0.0,0.0,0.0
powder,200411,0.0,0.0,0.0
powder,200412,0.0,0.0,0.0
powder,200501,0.0,0.0,0.0
powder,200502,0.0,0.0,0.0
powder,200503,0.0,0.0,0.0
powder,200504,0.0,0.0,0.0
powder,200505,0.0,0.0,0.0
powder,200506,0.0,0.0,0.0
powder,200507,0.0,0.0,0.0
powder,200508,0.0,0.0,0.0
powder,200509,0.0,0.0,0.0
powder,200510,0.0,0.0,0.0
powder,200511,0.0,0.0,0.0
powder,200512,0.0,0.0,0.0
powder,200601,0.0,0.0,0.0
powder,200602,0.0,0.0,0.0
powder,200603,0.0,0.0,0.0
powder,200604,0.0,0.0,0.0
powder,200605,0.0,0.0,0.0
powder,200606,0.0,0.0,0.0
powder,200607,0.0,0.0,0.0
powder,200608,0.0,0.0,0.0
powder,200609,0.0,0.0,0.0
powder,200610,0.0,0.0,0.0
powder,200611,0.0,0.0,0.0
powder,200612,0.0,0.0,0.0
powder,200701,0.0,0.0,0.0
powder,200702,0.0,0.0,0.0
powder,200703,0.0,0.0,0.0
powder,200704,0.0,0.0,0.0
powder,200705,0.0,0.0,0.0
powder,200706,0.0,0.0,0.0
powder,200707,0.0,0.0,0.0
powder,200708,0.0,0.0,0.0
powder,200709,0.0,0.0,0.0
powder,200710,0.0,0.0,0.0
powder,200711,0.0,0.0,0.0
powder,200712,0.0,0.0,0.0
powder,200801,0.0,0.0,0.0
powder,200802,0.0,0.0,0.0
powder,200803,0.0,0.0,0.0
powder,200804,0.0,0.0,0.0
powder,200805,0.0,0.0,0.0
powder,200806,0.0,0.0,0.0
powder,200807,0.0,0.0,0.0
powder,200808,0.0,0.0,0.0
powder,200809,0.0,0.0,0.0
powder,200810,0.0,0.0,0.0
powder,200811,0.0,0.0,0.0
powder,200812,0.0,0.0,0.0
powder,200901,0.0,0.0,0.0
powder,200902,0.0,0.0,0.0
powder,200903,0.0,0.0,0.0
powder,200904,0.0,0.0,0.0
powder,200905,0.0,0.0,0.0
powder,200906,0.0,0.0,0.0
powder,200907,0.0,0.0,0.0
powder,200908,0.0,0.0,0.0
powder,200909,0.0,0.0,0.0
powder,200910,0.0,0.0,0.0
powder,200911,0.0,0.0,0.0
powder,200912,0.0,0.0,0.0
powder,201001,0.0,0.0,0.0
powder,201002,0.0,0.0,0.0
powder,201003,0.0,0.0,0.0
powder,201004,0.0,0.0,0.0
powder,201005,0.0,0.0,0.0
powder,201006,0.0,0.0,0.0
powder,201007,0.0,0.0,0.0
powder,201008,0.0,0.0,0.0
powder,201009,0.0,0.0,0.0
powder,201010,0.0,0.0,0.0
powder,201011,0.0,0.0,0.0
powder,201012,0.0,0.0,0.0
powder,201101,0.0,0.0,0.0
powder,201102,0.0,0.0,0.0
powder,201103,0.0,0.0,0.0
powder,201104,0.0,0.0,0.0
powder,201105,0.0,0.0,0.0
powder,201106,0.0,0.0,0.0
powder,201107,0.0,0.0,0.0
powder,201108,0.0,0.0,0.0
powder,201109,0.0,0.0,0.0
powder,201110,0.0,0.0,0.0
powder,201111,0.0,0.0,0.0
powder,201112,0.0,0.0,0.0
powder,201201,64.0,64.0,0.0
powder,201202,81.0,145.0,0.0
powder,201203,101.0,246.0,0.0
powder,201204,75.0,321.0,0.0
powder,201205,67.0,388.0,0.0
powder,201206,76.0,464.0,0.0
powder,201207,69.0,532.0,0.0
powder,201208,51.0,583.0,0.0
powder,201209,94.0,677.0,0.0
powder,201210,61.0,738.0,0.0
powder,201211,123.0,861.0,0.0
powder,201212,170.0,1031.0,0.0
powder,201301,116.0,116.0,64.0
powder,201302,115.0,231.0,145.0
powder,201303,143.0,374.0,246.0
powder,201304,64.0,437.0,321.0
powder,201305,122.0,559.0,388.0
powder,201306,99.0,659.0,464.0
powder,201307,110.0,769.0,532.0
powder,201308,174.0,943.0,583.0
powder,201309,83.0,1026.0,677.0
powder,201310,220.0,1246.0,738.0
powder,201311,70.0,1316.0,861.0
powder,201312,195.0,1511.0,1031.0
powder,201401,223.0,223.0,116.0
powder,201402,227.0,451.0,231.0
powder,201403,264.0,715.0,374.0
powder,201404,140.0,855.0,437.0
powder,201405,234.0,1090.0,559.0
powder,201406,39.0,1128.0,659.0
powder,201407,218.0,1347.0,769.0
powder,201408,322.0,1668.0,943.0
powder,201409,156.0,1825.0,1026.0
powder,201410,276.0,2100.0,1246.0
powder,201411,191.0,2292.0,1316.0
powder,201412,269.0,2561.0,1511.0
powder,201501,298.0,298.0,223.0
powder,201502,289.0,588.0,451.0
powder,201503,245.0,833.0,715.0
powder,201504,299.0,1133.0,855.0
powder,201505,251.0,1383.0,1090.0
powder,201506,349.0,1732.0,1128.0
powder,201507,236.0,1968.0,1347.0
powder,201508,289.0,2257.0,1668.0
powder,201509,207.0,2465.0,1825.0
powder,201510,216.0,2681.0,2100.0
powder,201511,139.0,2820.0,2292.0
powder,201512,282.0,3102.0,2561.0
powder,201601,151.0,151.0,298.0
powder,201602,67.0,218.0,588.0
powder,201603,130.0,348.0,833.0
powder,201604,104.0,452.0,1133.0
powder,201605,189.0,641.0,1383.0
powder,201606,233.0,874.0,1732.0
powder,201607,125.0,999.0,1968.0
powder,201608,114.0,1113.0,2257.0
powder,201609,17.0,1130.0,2465.0
powder,201610,115.0,1245.0,2681.0
powder,201611,93.0,1338.0,2820.0
powder,201612,65.0,1403.0,3102.0
powder,201701,104.0,104.0,151.0
powder,201702,94.0,198.0,218.0
powder,201703,103.0,302.0,348.0
powder,201704,72.0,373.0,452.0
powder,201705,99.0,472.0,641.0
powder,201706,90.0,562.0,874.0
powder,201707,86.0,648.0,999.0
powder,201708,58.0,706.0,1113.0
powder,201709,90.0,797.0,1130.0
powder,201710,79.0,876.0,1245.0
powder,201711,72.0,948.0,1338.0
powder,201712,101.0,1049.0,1403.0
powder,201801,48.0,48.0,104.0
powder,201802,76.0,124.0,198.0
powder,201803,116.0,240.0,302.0
powder,201804,84.0,325.0,373.0
powder,201805,93.0,417.0,472.0
powder,201806,73.0,490.0,562.0
powder,201807,101.0,591.0,648.0
powder,201808,81.0,672.0,706.0
powder,201809,85.0,757.0,797.0
powder,201810,93.0,850.0,876.0
powder,201811,101.0,952.0,948.0
powder,201812,120.0,1072.0,1049.0
powder,201901,87.0,87.0,48.0
powder,201902,107.0,195.0,124.0
powder,201903,118.0,312.0,240.0
powder,201904,107.0,420.0,325.0
powder,201905,106.0,526.0,417.0
powder,201906,62.0,587.0,490.0
powder,201907,110.0,697.0,591.0
powder,201908,89.0,787.0,672.0
powder,201909,93.0,880.0,757.0
powder,201910,102.0,982.0,850.0
powder,201911,57.0,1039.0,952.0
powder,201912,90.0,1128.0,1072.0
powder,202001,97.0,97.0,87.0
powder,202002,59.0,156.0,195.0
powder,202003,131.0,287.0,312.0
powder,202004,138.0,425.0,420.0
powder,202005,149.0,574.0,526.0
powder,202006,210.0,784.0,587.0
powder,202007,174.0,958.0,697.0
powder,202008,139.0,1097.0,787.0
powder,202009,217.0,1314.0,880.0
powder,202010,145.0,1459.0,982.0
powder,202011,196.0,1655.0,1039.0
powder,202012,191.0,1846.0,1128.0
powder,202101,169.0,169.0,97.0
powder,202102,129.0,299.0,156.0
powder,202103,156.0,455.0,287.0
powder,202104,211.0,665.0,425.0
powder,202105,154.0,820.0,574.0
powder,202106,189.0,1008.0,784.0
powder,202107,163.0,1171.0,958.0
powder,202108,218.0,1389.0,1097.0
powder,202109,204.0,1593.0,1314.0
powder,202110,208.0,1802.0,1459.0
powder,202111,264.0,2066.0,1655.0
powder,202112,237.0,2303.0,1846.0
powder,202201,354.0,354.0,169.0
powder,202202,230.0,584.0,299.0
powder,202203,112.0,696.0,455.0
powder,202204,229.0,925.0,665.0
powder,202205,235.0,1160.0,820.0
powder,202206,309.0,1469.0,1008.0
powder,202207,232.0,1701.0,1171.0
powder,202208,244.0,1945.0,1389.0
powder,202209,110.0,2055.0,1593.0
powder,202210,148.0,2202.0,1802.0
powder,202211,354.0,2556.0,2066.0
powder,202212,246.0,2802.0,2303.0
powder,202301,183.0,183.0,354.0
powder,202302,217.0,400.0,584.0
powder,202303,202.0,601.0,696.0
powder,202304,198.0,799.0,925.0
powder,202305,185.0,985.0,1160.0
powder,202306,187.0,1171.0,1469.0
powder,202307,189.0,1360.0,1701.0
powder,202308,207.0,1567.0,1945.0
powder,202309,257.0,1825.0,2055.0
powder,202310,161.0,1986.0,2202.0
powder,202311,211.0,2197.0,2556.0
powder,202312,132.0,2329.0,2802.0
powder,202401,130.0,130.0,183.0
powder,202402,116.0,246.0,400.0
powder,202403,95.0,341.0,601.0
powder,202404,142.0,483.0,799.0
powder,202405,150.0,633.0,985.0
powder,202406,140.0,773.0,1171.0
powder,202407,116.0,888.0,1360.0
powder,202408,105.0,994.0,1567.0
powder,202409,179.0,1172.0,1825.0
powder,202410,149.0,1321.0,1986.0
powder,202411,203.0,1524.0,2197.0
powder,202412,137.0,1661.0,2329.0
powder,202501,112.0,112.0,130.0
powder,202502,358.0,470.0,246.0
powder,202503,193.0,663.0,341.0
powder,202504,235.0,898.0,483.0
powder,202505,220.0,1118.0,633.0
powder,202506,127.0,1245.0,773.0
powder,202507,191.0,1436.0,888.0
powder,202508,273.0,1709.0,994.0
powder,202509,260.0,1969.0,1172.0
powder,202510,190.0,2159.0,1321.0
powder,202511,202.0,2361.0,1524.0
powder,202512,273.0,2634.0,1661.0
powder,202601,161.0,161.0,112.0
powder,202602,175.0,335.0,470.0
powder,202603,125.0,460.0,663.0
powder,202604,147.0,607.0,898.0
powder,202605,246.0,853.0,1118.0
powder,202606,208.0,1061.0,1245.0
powder,202607,329.0,1390.0,1436.0
powder,202608,128.0,1518.0,1709.0
total,199406,0.0,0.0,0.0
total,199407,0.0,0.0,0.0
total,199408,0.0,0.0,0.0
total,199409,0.0,0.0,0.0
total,199410,0.0,0.0,0.0
total,199411,0.0,0.0,0.0
total,199412,0.0,0.0,0.0
total,199501,0.0,0.0,0.0
total,199502,0.0,0.0,0.0
total,199503,0.0,0.0,0.0
total,199504,0.0,0.0,0.0
total,199505,0.0,0.0,0.0
total,199506,0.0,0.0,0.0
total,199507,0.0,0.0,0.0
total,199508,0.0,0.0,0.0
total,199509,0.0,0.0,0.0
total,199510,0.0,0.0,0.0
total,199511,0.0,0.0,0.0
total,199512,0.0,0.0,0.0
total,199601,0.0,0.0,0.0
total,199602,0.0,0.0,0.0
total,199603,0.0,0.0,0.0
total,199604,0.0,0.0,0.0
total,199605,0.0,0.0,0.0
total,199606,0.0,0.0,0.0
total,199607,0.0,0.0,0.0
total,199608,0.0,0.0,0.0
total,199609,0.0,0.0,0.0
total,199610,0.0,0.0,0.0
total,199611,0.0,0.0,0.0
total,199612,0.0,0.0,0.0
total,199701,0.0,0.0,0.0
total,199702,0.0,0.0,0.0
total,199703,0.0,0.0,0.0
total,199704,0.0,0.0,0.0
total,199705,0.0,0.0,0.0
total,199706,0.0,0.0,0.0
total,199707,0.0,0.0,0.0
total,199708,0.0,0.0,0.0
total,199709,0.0,0.0,0.0
total,199710,0.0,0.0,0.0
total,199711,0.0,0.0,0.0
total,199712,0.0,0.0,0.0
total,199801,0.0,0.0,0.0
total,199802,0.0,0.0,0.0
total,199803,0.0,0.0,0.0
total,199804,0.0,0.0,0.0
total,199805,0.0,0.0,0.0
total,199806,0.0,0.0,0.0
total,199807,0.0,0.0,0.0
total,199808,0.0,0.0,0.0
total,199809,0.0,0.0,0.0
total,199810,0.0,0.0,0.0
total,199811,0.0,0.0,0.0
total,199812,0.0,0.0,0.0
total,199901,0.0,0.0,0.0
total,199902,0.0,0.0,0.0
total,199903,0.0,0.0,0.0
total,199904,0.0,0.0,0.0
total,199905,0.0,0.0,0.0
total,199906,0.0,0.0,0.0
total,199907,0.0,0.0,0.0
total,199908,0.0,0.0,0.0
total,199909,0.0,0.0,0.0
total,199910,0.0,0.0,0.0
total,199911,0.0,0.0,0.0
total,199912,0.0,0.0,0.0
total,200001,0.0,0.0,0.0
total,200002,0.0,0.0,0.0
total,200003,0.0,0.0,0.0
total,200004,0.0,0.0,0.0
total,200005,0.0,0.0,0.0
total,200006,0.0,0.0,0.0
total,200007,0.0,0.0,0.0
total,200008,0.0,0.0,0.0
total,200009,0.0,0.0,0.0
total,200010,0.0,0.0,0.0
total,200011,0.0,0.0,0.0
total,200012,0.0,0.0,0.0
total,200101,0.0,0.0,0.0
total,200102,0.0,0.0,0.0
total,200103,0.0,0.0,0.0
total,200104,0.0,0.0,0.0
total,200105,0.0,0.0,0.0
total,200106,0.0,0.0,0.0
total,200107,0.0,0.0,0.0
total,200108,0.0,0.0,0.0
total,200109,0.0,0.0,0.0
total,200110,0.0,0.0,0.0
total,200111,0.0,0.0,0.0
total,200112,0.0,0.0,0.0
total,200201,0.0,0.0,0.0
total,200202,0.0,0.0,0.0
total,200203,0.0,0.0,0.0
total,200204,0.0,0.0,0.0
total,200205,0.0,0.0,0.0
total,200206,0.0,0.0,0.0
total,200207,0.0,0.0,0.0
total,200208,0.0,0.0,0.0
total,200209,0.0,0.0,0.0
total,200210,0.0,0.0,0.0
total,200211,0.0,0.0,0.0
total,200212,0.0,0.0,0.0
total,200301,500.0,500.0,0.0
total,200302,987.0,1487.0,0.0
total,200303,420.0,1907.0,0.0
total,200304,231.0,2138.0,0.0
total,200305,407.0,2546.0,0.0
total,200306,139.0,2685.0,0.0
total,200307,91.0,2775.0,0.0
total,200308,160.0,2935.0,0.0
total,200309,3081.0,6016.0,0.0
total,200310,16598.0,22615.0,0.0
total,200311,16668.0,39283.0,0.0
total,200312,9915.0,49198.0,0.0
total,200401,5968.0,5968.0,500.0
total,200402,2498.0,8466.0,1487.0
total,200403,2203.0,10669.0,1907.0
total,200404,1165.0,11834.0,2138.0
total,200405,565.0,12399.0,2546.0
total,200406,1242.0,13641.0,2685.0
total,200407,1710.0,15350.0,2775.0
total,200408,3246.0,18597.0,2935.0
total,200409,10175.0,28772.0,6016.0
total,200410,21647.0,50418.0,22615.0
total,200411,14485.0,64903.0,39283.0
total,200412,13311.0,78214.0,49198.0
total,200501,8102.0,8102.0,5968.0
total,200502,5634.0,13736.0,8466.0
total,200503,5772.0,19507.0,10669.0
total,200504,5464.0,24971.0,11834.0
total,200505,3018.0,27989.0,12399.0
total,200506,2435.0,30423.0,13641.0
total,200507,1589.0,32013.0,15350.0
total,200508,1356.0,33369.0,18597.0
total,200509,6568.0,39936.0,28772.0
total,200510,621.0,40557.0,50418.0
total,200511,25261.0,65818.0,64903.0
total,200512,6931.0,72749.0,78214.0
total,200601,7437.0,7437.0,8102.0
total,200602,9115.0,16553.0,13736.0
total,200603,5742.0,22294.0,19507.0
total,200604,4394.0,26688.0,24971.0
total,200605,3146.0,29834.0,27989.0
total,200606,5259.0,35093.0,30423.0
total,200607,4844.0,39937.0,32013.0
total,200608,8998.0,48935.0,33369.0
total,200609,5531.0,54466.0,39936.0
total,200610,8637.0,63103.0,40557.0
total,200611,21817.0,84920.0,65818.0
total,200612,10750.0,95670.0,72749.0
total,200701,15530.0,15530.0,7437.0
total,200702,15518.0,31048.0,16553.0
total,200703,6853.0,37900.0,22294.0
total,200704,8250.0,46151.0,26688.0
total,200705,11440.0,57591.0,29834.0
total,200706,7112.0,64703.0,35093.0
total,200707,6938.0,71641.0,39937.0
total,200708,2889.0,74530.0,48935.0
total,200709,4993.0,79523.0,54466.0
total,200710,17847.0,97370.0,63103.0
total,200711,16829.0,114199.0,84920.0
total,200712,12062.0,128414.0,95670.0
total,200801,10010.0,10010.0,15530.0
total,200802,7989.0,17999.0,31048.0
total,200803,8399.0,26398.0,37900.0
total,200804,9436.0,35833.0,46151.0
total,200805,6935.0,42768.0,57591.0
total,200806,6801.0,49570.0,64703.0
total,200807,7469.0,57039.0,71641.0
total,200808,5693.0,62732.0,74530.0
total,200809,7676.0,70408.0,79523.0
total,200810,20396.0,90804.0,97370.0
total,200811,16817.0,107621.0,114199.0
total,200812,16187.0,123808.0,128414.0
total,200901,14323.0,14323.0,10010.0
total,200902,8282.0,22605.0,17999.0
total,200903,11358.0,33963.0,26398.0
total,200904,14304.0,48267.0,35833.0
total,200905,10945.0,59212.0,42768.0
total,200906,11288.0,70500.0,49570.0
total,200907,14267.0,84766.0,57039.0
total,200908,7832.0,92598.0,62732.0
total,200909,9803.0,102402.0,70408.0
total,200910,13746.0,116147.0,90804.0
total,200911,14708.0,130855.0,107621.0
total,200912,13540.0,144395.0,123808.0
total,201001,11184.0,11184.0,14323.0
total,201002,13487.0,24670.0,22605.0
total,201003,11137.0,35808.0,33963.0
total,201004,11158.0,46966.0,48267.0
total,201005,8125.0,55090.0,59212.0
total,201006,7199.0,62290.0,70500.0
total,201007,7689.0,69979.0,84766.0
total,201008,13365.0,83344.0,92598.0
total,201009,4530.0,87874.0,102402.0
total,201010,15573.0,103447.0,116147.0
total,201011,27414.0,130861.0,130855.0
total,201012,16035.0,146896.0,144395.0
total,201101,17567.0,17567.0,11184.0
total,201102,11572.0,29139.0,24670.0
total,201103,16302.0,45441.0,35808.0
total,201104,11471.0,56912.0,46966.0
total,201105,11387.0,68299.0,55090.0
total,201106,11706.0,80005.0,62290.0
total,201107,13790.0,93795.0,69979.0
total,201108,11629.0,105425.0,83344.0
total,201109,19198.0,124622.0,87874.0
total,201110,30667.0,155290.0,103447.0
total,201111,28189.0,183479.0,130861.0
total,201112,18113.0,201592.0,146896.0
total,201201,12820.0,12820.0,17567.0
total,201202,14299.0,27118.0,29139.0
total,201203,19909.0,47027.0,45441.0
total,201204,15515.0,62542.0,56912.0
total,201205,13123.0,75664.0,68299.0
total,201206,17689.0,93354.0,80005.0
total,201207,16187.0,109541.0,93795.0
total,201208,13276.0,122817.0,105425.0
total,201209,12061.0,134878.0,124622.0
total,201210,19413.0,154291.0,155290.0
total,201211,25284.0,179575.0,183479.0
total,201212,20005.0,199580.0,201592.0
total,201301,21666.0,21666.0,12820.0
total,201302,14603.0,36268.0,27118.0
total,201303,12284.0,48553.0,47027.0
total,201304,13804.0,62356.0,62542.0
total,201305,13861.0,76217.0,75664.0
total,201306,13864.0,90081.0,93354.0
total,201307,13289.0,103369.0,109541.0
total,201308,10135.0,113504.0,122817.0
total,201309,8467.0,121971.0,134878.0
total,201310,14638.0,136610.0,154291.0
total,201311,17495.0,154104.0,179575.0
total,201312,19212.0,173316.0,199580.0
total,201401,16287.0,16287.0,21666.0
total,201402,13387.0,29674.0,36268.0
total,201403,15638.0,45312.0,48553.0
total,201404,14903.0,60214.0,62356.0
total,201405,12635.0,72850.0,76217.0
total,201406,12818.0,85668.0,90081.0
total,201407,11537.0,97205.0,103369.0
total,201408,8873.0,106079.0,113504.0
total,201409,6356.0,112435.0,121971.0
total,201410,19345.0,131780.0,136610.0
total,201411,17513.0,149293.0,154104.0
total,201412,23432.0,172725.0,173316.0
total,201501,17382.0,17382.0,16287.0
total,201502,19719.0,37100.0,29674.0
total,201503,16380.0,53480.0,45312.0
total,201504,18826.0,72306.0,60214.0
total,201505,14661.0,86967.0,72850.0
total,201506,15736.0,102703.0,85668.0
total,201507,14824.0,117527.0,97205.0
total,201508,11676.0,129203.0,106079.0
total,201509,14704.0,143907.0,112435.0
total,201510,16714.0,160621.0,131780.0
total,201511,18705.0,179326.0,149293.0
total,201512,19831.0,199157.0,172725.0
total,201601,15441.0,15441.0,17382.0
total,201602,16186.0,31627.0,37100.0
total,201603,15298.0,46925.0,53480.0
total,201604,16755.0,63680.0,72306.0
total,201605,16348.0,80029.0,86967.0
total,201606,17332.0,97361.0,102703.0
total,201607,13866.0,111227.0,117527.0
total,201608,15979.0,127207.0,129203.0
total,201609,13211.0,140418.0,143907.0
total,201610,17809.0,158226.0,160621.0
total,201611,23598.0,181824.0,179326.0
total,201612,22857.0,204682.0,199157.0
total,201701,18784.0,18784.0,15441.0
total,201702,15188.0,33972.0,31627.0
total,201703,17501.0,51473.0,46925.0
total,201704,17971.0,69443.0,63680.0
total,201705,18619.0,88062.0,80029.0
total,201706,19571.0,107633.0,97361.0
total,201707,14494.0,122127.0,111227.0
total,201708,12262.0,134389.0,127207.0
total,201709,16123.0,150512.0,140418.0
total,201710,20844.0,171356.0,158226.0
total,201711,30190.0,201546.0,181824.0
total,201712,26470.0,228016.0,204682.0
total,201801,23455.0,23455.0,18784.0
total,201802,18332.0,41787.0,33972.0
total,201803,21726.0,63514.0,51473.0
total,201804,24254.0,87768.0,69443.0
total,201805,21690.0,109457.0,88062.0
total,201806,17881.0,127338.0,107633.0
total,201807,16013.0,143351.0,122127.0
total,201808,14936.0,158287.0,134389.0
total,201809,15841.0,174128.0,150512.0
total,201810,23482.0,197610.0,171356.0
total,201811,25831.0,223442.0,201546.0
total,201812,22771.0,246212.0,228016.0
total,201901,24219.0,24219.0,23455.0
total,201902,15986.0,40204.0,41787.0
total,201903,19093.0,59297.0,63514.0
total,201904,21173.0,80470.0,87768.0
total,201905,19851.0,100321.0,109457.0
total,201906,17306.0,117627.0,127338.0
total,201907,19833.0,137460.0,143351.0
total,201908,18476.0,155936.0,158287.0
total,201909,13131.0,169067.0,174128.0
total,201910,22169.0,191236.0,197610.0
total,201911,27487.0,218723.0,223442.0
total,201912,25597.0,244319.0,246212.0
total,202001,23000.0,23000.0,24219.0
total,202002,14691.0,37691.0,40204.0
total,202003,21840.0,59531.0,59297.0
total,202004,20919.0,80450.0,80470.0
total,202005,18632.0,99082.0,100321.0
total,202006,21724.0,120806.0,117627.0
total,202007,20270.0,141076.0,137460.0
total,202008,14686.0,155762.0,155936.0
total,202009,17785.0,173547.0,169067.0
total,202010,20528.0,194075.0,191236.0
total,202011,26464.0,220539.0,218723.0
total,202012,27671.0,248210.0,244319.0
total,202101,24192.0,24192.0,23000.0
