tm,stn,WS,WSMAX,TA,TMAX,TMIN,TS,TG,HM,HMMIN,CA,SS,SI,RN,RNDUR,EV
20010810,192,1.2,2.8,25.4,29.5,22.3,27.1,21.4,77.0,60.0,8.9,1.0,11.56,0.0,0.17,3.1
20010811,192,1.6,2.9,23.4,25.0,22.4,24.4,21.4,80.5,66.0,9.8,0.0,5.1,0.8,7.42,1.2
20010812,192,1.9,3.2,23.9,28.4,21.8,25.5,20.6,73.5,55.0,8.9,1.1,10.78,0.3,1.47,2.8
20010813,192,1.6,2.5,25.4,29.1,21.8,25.6,20.2,79.6,62.0,8.1,0.8,8.76,0.5,1.5,2.5
20010814,192,1.2,2.8,26.2,29.8,23.5,27.5,22.0,82.3,67.0,8.5,1.1,9.89,0.9,1.9,1.9
20010815,192,0.9,5.0,26.1,30.7,23.5,28.3,22.8,85.1,63.0,7.0,2.7,11.34,34.5,1.82,3.3
20010816,192,1.1,1.8,28.5,35.1,23.3,30.8,21.7,76.8,46.0,4.1,7.5,20.69,,,4.8
20010817,192,1.9,3.4,27.9,33.6,23.4,29.7,22.0,72.1,50.0,3.9,11.2,21.73,,,5.3
20010818,192,2.7,4.3,27.7,32.7,22.3,28.4,20.8,65.9,49.0,3.6,9.1,20.31,,,5.8
20010819,192,2.4,3.8,27.1,31.9,23.4,29.0,21.4,67.6,55.0,3.6,7.7,18.49,,,5.0
20010820,192,2.2,3.2,27.5,32.9,22.8,29.8,21.5,69.6,49.0,4.4,9.5,21.31,,,5.1
20010821,192,1.4,3.1,27.9,33.8,21.2,31.1,19.8,69.0,44.0,4.0,10.1,22.65,,,5.4
20010822,192,0.9,2.6,27.5,34.8,21.2,29.6,19.4,62.6,26.0,1.6,11.4,23.41,,,6.0
20010823,192,1.1,2.6,26.2,33.7,19.2,31.0,18.2,65.8,32.0,2.3,9.5,22.32,,,5.7
20010824,192,1.0,2.2,26.0,33.7,18.8,31.1,18.2,64.1,29.0,2.0,11.5,23.96,,,5.5
20010825,192,0.7,3.4,24.3,30.0,19.9,28.0,19.3,74.5,45.0,6.4,1.5,10.69,,,2.9
20010826,192,1.2,4.3,24.5,33.5,19.1,28.2,18.2,75.1,34.0,5.8,8.7,19.94,43.5,3.58,4.7
20010827,192,1.4,2.4,24.2,30.5,18.9,28.9,17.8,71.6,41.0,1.6,11.3,24.43,0.1,0.67,4.9
20010828,192,1.1,2.4,23.3,29.7,18.1,26.7,17.4,67.0,32.0,4.9,9.2,22.31,,,5.2
20010829,192,1.0,2.4,22.8,28.4,17.1,25.3,16.3,73.3,45.0,6.6,3.9,13.77,,,2.9
20010830,192,1.4,3.8,20.4,25.4,16.5,22.6,15.6,82.8,58.0,7.4,1.8,8.78,7.0,9.17,2.2
20010831,192,1.0,2.7,21.6,28.4,14.2,24.6,13.5,71.6,40.0,5.9,8.8,19.3,,,4.3
20010901,192,1.1,2.2,22.7,30.1,16.7,25.4,16.2,68.6,28.0,4.0,9.8,23.66,,,5.6
20010902,192,1.5,3.9,23.3,30.8,16.6,26.4,15.8,67.4,39.0,2.0,9.7,20.81,,,5.2
20010903,192,2.1,5.0,24.2,30.8,17.7,25.3,16.0,67.6,38.0,1.5,10.6,20.37,,,4.9
20010904,192,1.2,2.3,22.9,29.9,16.7,26.7,15.6,71.1,40.0,6.6,7.2,18.93,,,4.6
20010905,192,1.3,2.4,23.4,29.1,18.2,26.2,16.1,70.5,42.0,8.5,5.4,18.17,0.0,1.0,3.9
20010906,192,0.6,2.5,24.1,29.9,20.3,25.8,17.9,74.3,47.0,7.9,1.8,12.21,0.0,0.17,2.9
20010907,192,1.4,3.5,24.4,31.4,18.6,28.9,16.5,69.8,39.0,4.3,8.8,21.17,,,5.5
20010908,192,2.5,3.7,25.6,31.3,19.5,29.1,17.6,63.1,40.0,5.5,9.4,19.21,,,5.4
20010909,192,1.4,2.3,23.0,24.2,22.3,23.7,21.0,87.1,73.0,9.1,0.0,2.03,30.5,11.15,0.5
20010910,192,2.0,3.6,22.7,24.7,21.2,23.3,18.2,83.4,71.0,8.3,0.0,4.73,6.5,9.85,1.0
20010911,192,2.9,6.6,22.6,27.7,19.6,23.0,17.8,64.4,48.0,5.0,3.0,12.76,,,4.2
20010912,192,2.4,4.8,21.0,27.1,16.5,22.6,14.6,63.1,39.0,2.3,8.8,21.87,,,5.1
20010913,192,1.8,3.7,20.6,27.2,14.5,22.4,13.3,71.0,46.0,6.5,1.7,12.55,0.2,0.92,2.8
20010914,192,2.1,3.4,20.0,22.5,18.3,20.8,17.3,83.4,72.0,9.9,0.0,3.87,28.0,8.28,0.8
20010915,192,1.7,3.0,22.0,27.2,17.0,23.5,15.7,73.1,54.0,3.8,7.0,16.52,,,3.4
20010916,192,0.8,2.6,21.0,29.3,14.0,24.9,12.9,72.4,34.0,1.3,10.4,22.93,,,4.5
20010917,192,0.7,2.6,21.9,31.4,15.5,24.6,15.1,72.5,30.0,3.8,9.1,21.17,,,4.1
20010918,192,0.4,1.6,23.1,31.0,16.7,25.9,15.6,75.3,45.0,3.8,6.9,15.63,,,3.6
20010919,192,1.0,2.7,23.1,30.2,16.0,24.7,15.2,71.4,46.0,3.4,8.0,17.55,,,4.0
20010920,192,0.8,2.3,23.7,30.1,18.7,25.0,16.2,71.1,36.0,4.4,7.5,16.7,,,4.3
20010921,192,3.5,6.7,20.5,27.4,14.6,22.7,12.2,62.6,35.0,4.8,8.0,18.83,,,6.0
20010922,192,2.5,5.5,16.7,23.6,10.9,19.2,9.5,56.8,34.0,1.0,10.5,20.55,,,5.1
20010923,192,1.1,1.9,17.3,26.5,9.7,21.1,9.1,69.9,34.0,0.0,11.5,21.89,,,4.4
20010924,192,0.7,1.5,18.5,28.4,11.3,23.0,11.2,73.4,32.0,4.6,8.5,19.62,,,3.9
20010925,192,0.6,1.1,18.7,24.3,15.2,19.9,14.4,80.6,56.0,7.0,0.5,6.63,0.1,0.25,1.6
20010926,192,1.0,2.6,19.6,27.9,12.5,23.7,11.9,71.9,33.0,3.9,8.4,19.79,,,4.3
20010927,192,0.8,2.5,20.2,28.7,14.5,23.7,13.9,71.1,36.0,4.0,6.7,15.97,,,3.4
20010928,192,1.8,4.1,19.3,27.9,12.1,23.2,11.4,67.5,33.0,2.1,8.4,17.62,,,4.5
20010929,192,1.6,3.5,19.0,26.0,12.8,23.1,11.4,64.9,34.0,6.1,7.0,16.91,,,4.1
20010930,192,2.4,3.1,15.9,17.7,14.8,17.8,13.9,85.9,65.0,9.6,0.0,2.07,42.0,17.0,0.8
20011001,192,1.3,3.4,18.1,24.8,12.2,20.3,11.4,72.9,39.0,4.5,6.6,14.49,,,3.3
20011002,192,0.6,1.2,17.3,27.0,9.6,20.7,8.9,73.3,28.0,2.8,9.6,19.86,,,3.7
20011003,192,0.7,1.9,18.2,24.5,12.8,19.6,12.7,77.8,49.0,8.0,2.3,9.8,,,1.9
20011004,192,1.0,4.1,17.7,23.5,13.8,18.7,13.3,84.6,60.0,7.9,1.6,8.12,5.0,2.62,2.0
20011005,192,1.2,3.8,15.8,24.5,9.0,19.5,8.9,68.9,26.0,1.4,11.0,20.42,,,4.0
20011006,192,1.1,2.7,15.0,23.4,7.4,17.4,6.8,76.3,47.0,3.9,5.8,13.7,,,2.8
20011007,192,1.5,3.6,16.0,21.9,8.5,17.5,7.7,70.9,45.0,6.5,4.2,11.18,,,2.2
20011008,192,1.5,3.5,19.1,25.1,14.4,20.4,13.6,69.9,44.0,7.6,5.0,13.88,,,3.3
20011009,192,1.4,3.5,16.5,17.3,15.6,17.0,13.9,87.6,79.0,9.8,0.0,0.83,37.5,9.95,0.4
20011010,192,2.1,5.3,16.8,22.1,12.6,18.8,12.3,74.5,41.0,2.3,6.2,13.74,0.0,0.23,3.2
20011011,192,0.6,1.4,16.9,24.9,11.2,18.4,10.2,74.8,40.0,4.9,2.1,9.45,,,2.5
20011012,192,1.0,3.1,15.6,24.3,8.3,18.5,7.8,71.1,34.0,0.9,9.9,18.51,,,3.5
20011013,192,0.5,1.6,15.5,25.4,8.1,18.4,7.3,71.6,27.0,1.1,9.0,16.48,,,3.1
20011014,192,0.9,2.4,15.7,25.6,8.6,18.3,8.6,74.1,26.0,0.5,9.1,17.23,,,3.5
20011015,192,1.1,3.1,17.6,24.9,9.1,19.5,7.9,71.9,41.0,4.1,8.4,15.96,0.0,0.17,3.0
20011016,192,0.8,2.5,18.2,25.1,14.2,18.8,13.6,73.9,38.0,7.8,2.0,9.11,0.1,0.18,2.7
20011017,192,2.1,3.8,17.2,22.7,10.3,17.6,10.1,60.8,39.0,5.0,7.4,13.98,,,3.6
20011018,192,1.3,3.5,13.8,21.1,8.0,16.8,6.9,66.5,33.0,0.8,9.8,16.93,,,3.1
20011019,192,0.7,2.0,12.7,22.7,5.0,15.7,5.0,69.9,26.0,0.3,9.1,17.0,,,3.3
20011020,192,1.0,3.7,13.4,20.6,5.1,14.2,4.9,74.0,46.0,6.1,4.5,10.71,,,2.0
20011021,192,0.7,1.9,14.8,16.9,12.3,16.1,12.3,89.3,85.0,10.0,0.0,2.85,2.9,13.63,0.4
20011022,192,1.2,3.2,16.7,21.5,12.2,17.6,12.2,86.3,65.0,7.9,1.3,7.14,10.6,8.92,0.9
20011023,192,0.4,1.6,15.1,26.1,8.2,17.1,8.2,77.0,27.0,6.4,5.9,14.18,,,2.4
20011024,192,0.4,1.3,14.9,25.1,9.5,17.1,9.5,77.6,28.0,3.8,6.9,13.84,,,2.0
20011025,192,0.5,1.4,15.6,23.9,8.8,17.7,8.4,80.8,47.0,5.6,5.9,12.01,,,1.9
20011026,192,0.4,1.5,16.0,20.4,12.8,16.7,12.2,85.0,65.0,9.3,0.0,4.79,,,0.9
20011027,192,0.8,2.5,15.5,18.8,12.7,16.5,12.5,88.5,73.0,10.0,0.0,3.46,19.0,10.33,0.5
20011028,192,2.0,3.6,16.3,22.7,10.2,17.8,9.0,75.4,36.0,4.4,7.2,12.35,7.5,6.25,2.3
20011029,192,1.1,2.6,14.0,20.3,8.1,15.6,7.2,77.6,49.0,5.4,4.9,11.32,,,2.1
20011030,192,0.6,2.0,13.7,21.6,8.9,16.0,8.1,79.3,47.0,3.8,5.7,11.19,,,1.7
20011031,192,1.1,3.6,13.2,22.6,8.6,14.8,8.1,72.4,17.0,6.0,6.5,13.32,,,2.8
20011101,192,1.1,2.2,13.9,23.2,8.2,14.7,6.3,70.1,39.0,5.5,5.5,11.24,,,2.4
20011102,192,0.9,1.4,9.6,16.9,3.3,10.9,0.4,64.9,27.0,6.0,4.0,9.64,,,1.8
20011103,192,1.0,1.8,8.4,15.5,1.7,9.9,0.9,71.3,33.0,6.1,1.5,4.19,0.0,2.0,1.0
20011104,192,0.9,1.8,8.4,19.1,-0.5,9.9,-0.8,68.5,26.0,3.3,8.7,14.15,,,2.1
20011105,192,1.3,3.2,10.7,15.8,7.0,12.0,6.2,77.1,57.0,8.8,0.3,4.49,2.5,7.22,0.5
20011106,192,2.1,3.6,7.8,14.4,1.0,9.6,0.0,52.8,24.0,0.9,9.8,15.54,,,2.6
20011107,192,0.5,1.3,4.7,15.6,-3.1,7.6,-3.6,67.0,17.0,2.8,8.5,14.18,,,2.0
20011108,192,0.3,1.0,6.0,18.0,-2.7,8.0,-2.9,65.8,12.0,6.6,7.1,13.21,,,2.0
20011109,192,1.5,3.6,9.9,18.3,4.1,9.8,3.5,66.1,33.0,6.0,3.2,8.37,,,1.9
20011110,192,0.6,2.2,7.7,18.0,0.7,10.1,-0.3,67.6,24.0,0.0,9.4,14.42,,,2.2
20011111,192,0.4,1.5,5.5,16.2,-1.6,7.5,-1.8,74.8,31.0,5.9,6.1,10.76,,,1.5
20011112,192,1.0,2.0,6.8,18.5,-1.0,7.7,-1.1,66.3,21.0,0.0,8.8,13.21,,,2.8
20011113,192,1.2,2.5,7.9,13.0,0.8,7.4,0.7,45.5,25.0,8.1,0.9,5.48,,,1.4
20011114,192,0.9,2.0,5.7,15.0,-1.4,7.4,-2.4,59.5,27.0,0.0,9.6,13.53,,,2.0
20011115,192,1.1,2.8,4.0,14.2,-3.7,3.3,-3.8,66.8,29.0,0.4,7.7,11.17,,,1.9
20011116,192,1.0,3.3,4.9,16.6,-3.5,5.3,-3.7,66.1,26.0,2.5,8.0,12.98,,,1.9
20011117,192,0.5,1.8,5.3,16.6,-1.7,6.1,-2.0,69.9,26.0,0.0,8.9,12.16,,,2.2
20011118,192,0.3,1.0,4.5,16.2,-3.1,5.8,-3.3,71.3,26.0,0.0,8.3,12.06,,,2.0
20011119,192,0.3,0.8,5.0,17.6,-2.9,6.0,-4.0,70.9,23.0,0.0,8.4,12.16,,,2.1
20011120,192,0.2,1.3,6.4,18.8,-1.7,7.8,-2.2,74.0,36.0,1.3,8.8,11.99,,,2.0
20011121,192,0.3,1.4,6.2,18.1,-0.9,7.1,-1.7,71.4,27.0,0.0,6.9,11.12,,,1.8
20011122,192,0.5,2.1,6.6,19.8,-1.5,7.6,-1.8,72.0,28.0,1.3,7.5,10.98,,,1.9
20011123,192,0.1,1.3,5.8,19.4,-1.6,7.0,-1.7,68.6,19.0,1.3,7.4,11.41,,,1.7
20011124,192,0.6,3.5,5.7,18.4,-3.4,5.6,-3.9,68.8,21.0,1.3,7.8,11.83,,,1.9
20011125,192,2.2,5.1,6.6,13.7,0.6,7.1,-0.5,54.3,23.0,0.8,8.8,11.85,,,1.9
20011126,192,0.9,4.6,2.2,9.9,-3.7,2.8,-4.9,59.3,33.0,1.5,5.0,8.22,,,2.0
20011127,192,1.0,3.1,1.3,10.1,-4.6,3.3,-5.4,58.8,30.0,0.8,8.7,12.09,,,2.0
20011128,192,0.6,2.9,4.6,12.9,-6.1,5.1,-7.0,67.0,34.0,4.4,6.8,10.81,2.5,1.28,0.5
20011129,192,0.2,1.1,7.2,8.9,4.5,7.9,3.9,91.6,90.0,8.5,0.0,0.95,6.0,12.97,0.6
20011130,192,2.8,5.5,5.9,11.1,-0.9,5.3,-1.5,49.6,18.0,1.6,9.2,12.59,,,2.5
20011201,192,0.8,2.3,2.4,11.0,-3.0,3.6,-3.3,63.3,26.0,3.9,7.2,10.61,,,2.1
20011202,192,0.5,1.7,4.4,14.9,-4.0,4.9,-4.9,67.8,34.0,2.8,8.3,10.51,,,1.8
20011203,192,1.7,3.6,3.9,6.3,2.8,4.7,2.7,82.3,60.0,10.0,0.0,0.67,29.0,14.33,0.3
20011204,192,1.0,2.3,4.5,12.6,-1.8,6.3,-2.5,71.3,27.0,3.5,9.1,11.94,3.5,3.58,1.9
20011205,192,0.2,1.2,3.7,11.0,-1.6,4.3,-2.7,67.9,40.0,7.5,0.0,2.82,,,0.8
20011206,192,2.4,5.5,3.8,8.7,-1.3,4.4,-2.6,41.4,25.0,2.4,8.8,10.69,,,2.3
20011207,192,1.3,3.2,0.8,8.4,-4.0,3.1,-4.9,52.4,19.0,1.4,8.8,11.84,,,1.7
20011208,192,1.1,4.3,3.2,12.0,-3.4,3.4,-4.6,48.5,23.0,1.9,7.9,11.03,,,1.8
20011209,192,0.7,2.3,2.6,9.5,-4.4,3.1,-5.0,59.9,30.0,7.0,0.7,5.23,,,0.8
20011210,192,0.5,1.8,4.7,11.7,-0.1,5.4,-1.7,55.4,19.0,5.9,6.0,8.44,,,1.9
20011211,192,1.0,3.4,5.3,13.2,-1.1,5.9,-2.0,72.4,43.0,3.5,7.6,10.38,,,1.8
20011212,192,0.4,2.0,6.1,14.4,-2.3,5.2,-3.5,79.3,42.0,6.5,4.0,7.13,9.0,7.58,0.8
20011213,192,3.2,6.0,4.5,7.7,-0.9,5.8,-1.4,54.6,28.0,3.8,6.3,9.64,2.0,4.17,2.9
20011214,192,1.4,2.8,1.1,7.4,-3.4,2.0,-4.1,53.8,32.0,4.4,6.4,9.1,,,1.5
20011215,192,2.2,5.1,0.5,5.4,-4.1,2.2,-5.1,40.5,22.0,1.5,8.6,11.79,,,1.7
20011216,192,0.6,2.0,-2.0,3.2,-6.9,-0.4,-8.0,55.6,29.0,5.9,0.0,4.46,,,0.6
20011217,192,1.3,2.7,1.8,10.9,-3.5,2.8,-4.3,51.0,23.0,5.1,6.1,8.99,,,1.6
20011218,192,2.4,5.5,0.3,7.1,-5.7,2.0,-6.1,37.3,13.0,3.0,7.7,11.13,,,2.0
20011219,192,1.1,3.2,-0.2,8.8,-6.4,1.8,-6.6,39.0,12.0,0.6,7.8,10.65,,,1.3
20011220,192,0.6,1.5,-0.3,8.4,-7.9,1.8,-8.4,50.6,16.0,4.3,6.8,9.4,,,1.6
20011221,192,2.0,4.3,1.4,6.4,-2.0,1.7,-2.9,53.4,31.0,3.3,7.2,8.89,,,1.9
20011222,192,2.2,4.0,-0.3,5.8,-6.8,1.6,-7.7,53.3,24.0,0.0,9.1,11.33,,,2.0
20011223,192,0.6,2.2,-1.4,7.0,-8.1,1.5,-8.7,65.5,31.0,1.3,7.5,10.76,,,1.6
20011224,192,0.6,1.8,-1.7,6.6,-8.4,1.1,-9.5,67.8,33.0,1.4,7.5,10.15,,,1.1
20011225,192,1.7,4.6,0.8,8.6,-5.0,2.1,-6.4,65.6,33.0,1.6,6.7,8.68,,,1.2
20011226,192,1.3,5.3,0.3,8.8,-6.5,1.5,-7.4,62.5,25.0,2.4,6.5,8.93,,,1.4
20011227,192,1.5,6.0,1.1,7.8,-4.7,2.2,-5.6,58.4,30.0,1.8,8.8,10.88,,,1.9
20011228,192,1.1,3.8,-0.3,8.7,-7.0,1.8,-7.8,58.9,23.0,0.4,9.2,11.74,,,1.6
20011229,192,2.4,7.9,-0.1,6.4,-8.8,-0.5,-9.2,65.8,38.0,3.3,5.0,6.95,,,2.1
20011230,192,3.1,7.1,0.6,4.7,-6.3,1.6,-7.2,42.6,22.0,1.1,9.0,11.42,0.0,0.5,2.2
20011231,192,0.8,4.0,-0.3,7.5,-9.2,0.7,-9.8,58.8,26.0,2.4,8.2,10.86,0.0,0.33,1.8
20020101,192,2.5,5.8,1.0,5.4,-3.5,1.5,-4.1,47.6,20.0,2.5,8.3,11.37,0.2,0.75,2.7
20020102,192,4.0,8.1,-3.1,1.0,-6.2,-2.6,-7.6,31.5,20.0,0.9,8.9,11.58,,,2.9
20020103,192,1.7,6.5,-2.9,5.2,-11.5,-0.7,-12.7,51.9,23.0,1.0,8.9,11.13,,,1.9
20020104,192,1.1,5.9,2.2,12.3,-5.0,2.0,-6.2,61.3,23.0,0.6,8.1,9.68,,,1.8
20020105,192,2.2,5.4,3.5,8.6,-5.7,2.7,-6.6,33.9,13.0,0.0,9.0,11.63,,,2.2
20020106,192,0.7,4.0,-0.6,9.1,-9.5,1.6,-10.8,53.5,17.0,0.4,9.1,11.61,,,1.3
20020107,192,2.2,7.9,1.3,8.6,-3.2,2.1,-4.1,55.3,32.0,4.9,5.8,7.27,1.7,1.5,2.1
20020108,192,3.8,8.1,-0.5,3.1,-3.8,-0.1,-5.5,39.5,27.0,1.1,9.0,11.64,,,2.3
20020109,192,1.1,3.6,-1.7,7.6,-8.2,0.4,-8.9,56.8,25.0,0.0,9.1,11.63,,,2.2
20020110,192,1.0,4.2,-0.3,10.6,-8.7,0.2,-9.6,74.4,45.0,2.5,3.3,6.0,,,0.7
20020111,192,1.2,3.9,3.7,14.7,-3.6,3.6,-4.1,67.1,24.0,2.5,8.7,10.89,,,1.7
20020112,192,0.5,2.2,3.3,15.3,-6.3,3.8,-6.9,63.9,28.0,3.1,7.7,9.85,,,0.9
20020113,192,0.4,1.9,6.0,11.1,-0.4,5.4,-1.6,71.0,52.0,8.9,0.0,2.14,0.0,1.83,0.4
20020114,192,0.5,2.0,10.3,13.9,6.6,9.1,5.8,76.5,63.0,10.0,0.0,2.84,0.2,1.08,0.3
20020115,192,1.5,4.4,13.5,16.8,9.7,12.5,9.1,92.9,87.0,9.9,0.0,1.35,20.0,12.08,0.3
20020116,192,2.0,4.4,10.4,15.2,5.8,11.7,5.2,91.6,86.0,10.0,0.0,0.5,16.0,14.25,0.3
20020117,192,1.4,3.5,5.1,9.8,1.0,7.9,-0.3,80.4,58.0,7.9,1.1,6.73,2.5,5.17,1.1
20020118,192,1.2,3.0,4.3,10.4,-0.4,6.0,-1.8,78.9,52.0,5.8,6.7,9.97,,,0.9
20020119,192,1.3,4.4,4.7,11.4,-1.0,6.5,-2.2,73.5,41.0,4.1,6.9,10.43,,,1.9
20020120,192,0.9,3.2,3.6,9.2,-2.6,4.3,-3.1,75.0,50.0,7.8,0.4,5.33,0.0,1.58,0.6
20020121,192,2.6,5.0,3.9,7.6,0.4,5.1,-2.6,52.5,38.0,4.6,5.2,7.76,0.0,1.33,2.3
20020122,192,2.4,5.9,0.6,4.8,-1.9,2.6,-3.0,52.6,32.0,4.1,7.4,11.52,0.0,1.83,2.3
20020123,192,3.0,7.5,-0.6,3.1,-4.6,1.7,-5.2,45.6,30.0,1.5,8.5,12.5,,,1.9
20020124,192,1.0,3.9,-0.7,7.4,-7.4,2.2,-8.3,55.3,19.0,0.0,9.7,13.76,,,1.8
20020125,192,0.9,3.8,-0.4,6.7,-8.1,1.8,-8.8,48.9,15.0,5.5,7.7,11.26,,,1.7
20020126,192,1.4,3.3,1.7,3.0,-0.2,1.5,-0.5,81.5,42.0,9.8,0.0,1.89,14.5,15.67,0.4
20020127,192,2.5,6.9,2.2,7.3,-2.2,3.0,-3.8,60.3,36.0,1.9,9.4,11.58,0.0,0.33,2.4
20020128,192,2.4,6.6,-0.1,4.6,-4.4,2.1,-5.6,52.9,26.0,2.9,8.2,12.88,,,2.9
20020129,192,2.4,5.0,-0.6,4.1,-4.9,2.1,-5.6,47.5,25.0,0.5,9.9,14.3,,,2.3
20020130,192,2.3,5.7,0.4,6.5,-6.4,1.8,-7.7,46.5,17.0,2.4,8.4,12.81,,,2.7
20020131,192,1.9,4.7,-0.3,7.1,-6.0,2.3,-7.2,44.0,14.0,0.0,9.9,14.75,,,1.8
20020201,192,0.6,2.6,-0.6,9.0,-7.5,2.1,-8.4,58.8,19.0,3.8,8.0,11.56,,,1.6
20020202,192,0.6,3.1,0.2,11.0,-7.6,3.3,-8.6,63.8,23.0,0.6,8.8,12.58,,,1.6
20020203,192,0.5,2.2,1.5,11.6,-6.2,4.2,-7.2,67.3,30.0,0.1,9.0,13.17,,,2.0
20020204,192,0.5,1.5,1.5,8.5,-4.8,2.5,-6.2,75.0,43.0,5.0,1.3,6.05,,,0.6
20020205,192,0.9,3.7,4.3,13.3,-2.0,5.3,-3.8,68.8,35.0,3.1,6.9,11.36,,,2.3
20020206,192,0.7,3.2,3.0,13.9,-5.7,4.5,-7.0,59.1,19.0,1.9,9.1,13.57,,,2.2
20020207,192,2.0,5.0,4.9,14.5,-3.2,4.5,-4.5,39.4,8.0,0.3,9.8,15.37,,,2.6
20020208,192,1.6,6.1,3.2,13.0,-7.2,3.1,-8.0,53.9,18.0,4.1,5.8,10.33,,,2.2
20020209,192,3.4,6.3,2.2,7.0,-2.4,3.3,-4.0,22.4,12.0,3.5,9.8,15.45,,,2.4
20020210,192,1.8,4.9,1.9,8.3,-3.9,1.7,-5.5,45.8,22.0,5.6,5.5,9.34,0.0,0.67,1.8
20020211,192,3.1,5.8,1.3,7.5,-3.1,1.3,-4.2,33.4,18.0,0.8,7.5,11.79,0.0,0.25,2.8
20020212,192,1.6,4.6,0.2,8.7,-6.5,3.1,-8.5,42.6,13.0,0.9,10.1,15.9,,,2.3
20020213,192,1.7,5.0,2.2,11.0,-6.6,4.4,-7.5,49.1,21.0,2.6,9.4,14.12,,,2.4
20020214,192,1.0,2.8,1.1,10.6,-5.6,5.2,-7.4,44.9,13.0,0.5,9.7,16.13,,,2.2
20020215,192,0.9,4.1,0.5,11.7,-8.5,4.7,-9.1,48.4,10.0,0.6,9.7,16.46,,,2.6
20020216,192,0.8,3.2,2.5,13.0,-7.4,5.3,-7.7,50.6,12.0,3.4,7.4,13.75,,,2.1
20020217,192,1.9,6.4,6.1,15.5,0.6,8.6,0.2,47.6,23.0,4.0,7.9,13.34,,,3.9
20020218,192,3.7,7.7,1.6,6.3,-2.4,5.8,-5.4,29.3,13.0,0.0,10.4,17.26,,,3.8
20020219,192,2.9,7.6,1.1,8.9,-5.4,5.7,-6.7,36.4,17.0,0.0,10.4,16.59,,,2.7
20020220,192,1.0,4.1,1.5,13.7,-9.3,6.5,-9.7,51.4,14.0,0.5,10.4,17.72,,,2.8
20020221,192,0.6,1.8,1.6,7.2,-5.0,2.9,-5.8,76.9,44.0,8.6,0.3,3.42,8.0,8.25,0.4
20020222,192,1.3,4.6,5.2,14.2,-0.8,7.3,-2.2,71.3,32.0,3.9,7.6,15.66,,,2.4
20020223,192,0.9,3.1,4.4,13.2,-2.5,5.4,-4.2,64.9,23.0,3.6,6.8,13.62,,,2.4
20020224,192,1.1,3.9,4.7,13.7,-3.1,7.0,-4.8,63.4,29.0,2.4,7.6,16.08,,,2.5
20020225,192,1.2,4.5,6.4,15.1,-2.5,8.4,-3.7,70.0,43.0,6.9,6.0,13.2,,,2.0
20020226,192,1.4,5.1,9.2,16.6,4.2,12.7,2.3,57.1,15.0,6.5,6.1,13.86,0.0,0.67,2.9
20020227,192,0.6,2.3,6.6,11.6,-0.1,7.9,-1.4,66.6,36.0,8.8,0.0,4.11,0.6,3.33,0.8
20020228,192,0.7,2.9,7.6,16.1,1.4,10.3,-0.7,71.6,33.0,5.6,5.9,12.91,0.0,1.08,2.7
20020301,192,0.7,3.3,5.8,15.4,-3.7,7.8,-4.4,66.4,21.0,3.5,5.4,12.1,,,2.0
20020302,192,0.8,3.3,6.0,15.0,-0.3,7.0,-1.8,67.9,22.0,7.3,2.0,8.53,,,1.5
20020303,192,1.2,4.3,7.1,12.8,0.5,8.8,-2.6,68.3,47.0,6.4,2.8,10.3,,,2.4
20020304,192,1.0,3.8,6.1,15.8,-5.3,8.2,-6.5,42.6,10.0,5.5,7.8,15.91,,,3.2
20020305,192,0.8,2.3,5.8,7.5,4.3,7.6,4.2,87.4,47.0,10.0,0.0,2.7,17.0,15.42,0.5
20020306,192,2.7,8.3,5.3,10.6,1.1,7.4,-1.0,54.3,37.0,4.1,6.8,13.2,0.4,2.13,3.1
20020307,192,2.7,6.4,3.5,9.5,-1.6,4.6,-3.4,33.3,16.0,0.0,10.8,20.53,,,3.4
20020308,192,1.4,4.5,3.0,12.4,-6.7,5.4,-7.6,50.8,13.0,0.0,10.9,20.31,,,3.2
20020309,192,2.4,6.1,8.1,17.9,-4.1,7.0,-4.5,65.0,31.0,0.8,10.0,17.42,,,2.6
20020310,192,3.5,7.8,12.1,18.9,5.5,11.5,1.0,52.8,17.0,2.0,5.6,10.66,,,3.3
20020311,192,1.6,5.1,8.0,18.4,-2.7,9.6,-3.7,39.4,13.0,0.3,10.9,20.29,,,3.2
20020312,192,1.1,5.2,8.0,20.5,-2.1,10.5,-2.9,47.4,13.0,3.8,9.1,16.9,,,3.4
20020313,192,1.4,5.9,9.1,19.9,-1.5,12.2,-1.8,58.5,20.0,1.5,10.2,18.97,,,2.3
20020314,192,1.4,3.1,7.8,9.8,3.3,8.4,2.2,90.3,81.0,9.3,0.0,2.26,37.0,16.58,0.7
20020315,192,2.4,6.8,11.5,19.4,4.6,12.0,3.7,57.9,26.0,3.8,9.6,17.91,,,3.9
20020316,192,1.7,6.2,9.8,18.9,1.7,11.0,1.6,53.0,16.0,2.0,9.8,19.76,,,3.9
20020317,192,1.5,4.7,10.6,19.6,1.4,10.9,0.4,53.9,11.0,4.9,7.8,16.54,,,4.1
20020318,192,2.2,7.2,8.7,16.9,-0.3,10.0,-1.5,41.3,13.0,1.1,10.5,20.85,,,4.2
20020319,192,2.8,7.7,8.7,19.0,-3.2,8.5,-4.0,58.5,27.0,0.4,9.8,19.2,,,4.9
