DATE,val,yearAvg,bfYear
201802중순,61556.0,68654.0,48222.0
201802하순,48282.0,61421.0,45831.0
201803상순,58970.0,64319.0,49565.0
201803중순,73740.0,63488.0,42613.0
201803하순,75005.0,67855.0,38925.0
201804상순,58114.0,82444.0,45446.0
201804중순,53505.0,80294.0,34491.0
201804하순,73567.0,76185.0,23439.0
201805상순,83571.0,53622.0,19052.0
201805중순,63855.0,35984.0,25571.0
201805하순,36595.0,41462.0,33249.0
201806상순,21338.0,44244.0,43166.0
201806중순,22468.0,29774.0,26462.0
201806하순,19254.0,31083.0,28004.0
201807상순,37785.0,30684.0,25082.0
201807중순,33118.0,37763.0,39402.0
201807하순,31252.0,49026.0,39465.0
201808상순,29752.0,33660.0,26816.0
201808중순,25494.0,25753.0,24333.0
201808하순,32491.0,21898.0,68361.0
201809상순,25250.0,29771.0,122876.0
201809중순,27083.0,41796.0,119389.0
201809하순,47575.0,61755.0,133742.0
201810상순,57997.0,69330.0,102133.0
201810중순,82109.0,70390.0,73116.0
201810하순,115357.0,70236.0,116189.0
201811상순,85773.0,47409.0,54490.0
201811중순,39935.0,32662.0,29135.0
201811하순,32712.0,32328.0,28883.0
201812상순,39360.0,42631.0,35163.0
201812중순,40178.0,43138.0,35641.0
201812하순,40853.0,39337.0,29513.0
201901상순,40666.0,37153.0,27967.0
201901중순,46900.0,44733.0,35863.0
201901하순,48624.0,49538.0,42376.0
201902상순,66111.0,57579.0,49397.0
201902중순,49314.0,64964.0,61556.0
201902하순,49410.0,54053.0,48282.0
201903상순,56291.0,57321.0,58970.0
201903중순,46033.0,65792.0,73740.0
201903하순,57944.0,71507.0,75005.0
201904상순,77700.0,79503.0,58114.0
201904중순,69898.0,75101.0,53505.0
201904하순,60852.0,79062.0,73567.0
201905상순,67131.0,56318.0,83571.0
201905중순,37010.0,35984.0,63855.0
201905하순,35922.0,39731.0,36595.0
201906상순,44862.0,36542.0,21338.0
201906중순,60829.0,26717.0,22468.0
201906하순,67717.0,26544.0,19254.0
201907상순,49266.0,28192.0,37785.0
201907중순,48701.0,35045.0,33118.0
201907하순,29815.0,36512.0,31252.0
201908상순,26736.0,33986.0,29752.0
201908중순,18807.0,25500.0,25494.0
201908하순,21249.0,24834.0,32491.0
201909상순,49572.0,25649.0,25250.0
201909중순,98735.0,40402.0,27083.0
201909하순,89157.0,61965.0,47575.0
201910상순,83782.0,72711.0,57997.0
201910중순,125334.0,77332.0,82109.0
201910하순,53160.0,91593.0,115357.0
201911상순,36280.0,54016.0,85773.0
201911중순,37477.0,32505.0,39935.0
201911하순,48071.0,29498.0,32712.0
201912상순,43239.0,36041.0,39360.0
201912중순,36026.0,36726.0,40178.0
201912하순,37082.0,36436.0,40853.0
202001상순,50291.0,36538.0,40666.0
202001중순,42050.0,45366.0,46900.0
202001하순,67045.0,50172.0,48624.0
202002상순,68060.0,62017.0,66111.0
202002중순,60937.0,65328.0,49314.0
202002하순,58759.0,55246.0,49410.0
202003상순,57494.0,58771.0,56291.0
202003중순,91283.0,64003.0,46033.0
202003하순,89415.0,70180.0,57944.0
202004상순,84218.0,80359.0,77700.0
202004중순,57854.0,69416.0,69898.0
202004하순,30999.0,71784.0,60852.0
202005상순,20209.0,57014.0,67131.0
202005중순,15670.0,32410.0,37010.0
202005하순,18556.0,35255.0,35922.0
202006상순,29752.0,38384.0,44862.0
202006중순,45484.0,26717.0,60829.0
202006하순,32736.0,27078.0,67717.0
202007상순,38159.0,36043.0,49266.0
202007중순,49027.0,37931.0,48701.0
202007하순,47358.0,33774.0,29815.0
202008상순,89885.0,27768.0,26736.0
202008중순,76958.0,22878.0,18807.0
202008하순,40883.0,24572.0,21249.0
202009상순,24151.0,32792.0,49572.0
202009중순,50261.0,56830.0,98735.0
202009하순,127701.0,68849.0,89157.0
202010상순,120270.0,67781.0,83782.0
202010중순,160211.0,77332.0,125334.0
202010하순,154520.0,86115.0,53160.0
202011상순,173597.0,52566.0,36280.0
202011중순,114352.0,35516.0,37477.0
202011하순,36418.0,36555.0,48071.0
202012상순,34039.0,39254.0,43239.0
202012중순,32672.0,37282.0,36026.0
202012하순,34703.0,37537.0,37082.0
202101상순,49960.0,41909.0,50291.0
202101중순,50941.0,46329.0,42050.0
202101하순,47613.0,56241.0,67045.0
202102상순,58471.0,62719.0,68060.0
202102중순,49437.0,57269.0,60937.0
202102하순,45754.0,52150.0,58759.0
202103상순,65662.0,57585.0,57494.0
202103중순,76899.0,70352.0,91283.0
202103하순,98330.0,74121.0,89415.0
202104상순,109458.0,73344.0,84218.0
202104중순,111122.0,60419.0,57854.0
202104하순,78874.0,55140.0,30999.0
202105상순,78419.0,43451.0,20209.0
202105중순,31217.0,27889.0,15670.0
202105하순,36884.0,29242.0,18556.0
202106상순,34770.0,33348.0,29752.0
202106중순,28859.0,32719.0,45484.0
202106하순,28742.0,31388.0,32736.0
202107상순,62286.0,40402.0,38159.0
202107중순,50957.0,43125.0,49027.0
202107하순,51957.0,35366.0,47358.0
202108상순,39809.0,27768.0,89885.0
202108중순,13524.0,22878.0,76958.0
202108하순,17941.0,31541.0,40883.0
202109상순,24993.0,32991.0,24151.0
202109중순,21764.0,61078.0,50261.0
202109하순,24685.0,88144.0,127701.0
202110상순,30034.0,81304.0,120270.0
202110중순,36544.0,93519.0,160211.0
202110하순,44653.0,107125.0,154520.0
202111상순,54661.0,69063.0,173597.0
202111중순,32081.0,46081.0,114352.0
202111하순,34745.0,39067.0,36418.0
202112상순,32480.0,39254.0,34039.0
202112중순,34837.0,37282.0,32672.0
202112하순,46134.0,37546.0,34703.0
202201상순,55864.0,46973.0,49960.0
202201중순,77579.0,46329.0,50941.0
202201하순,113666.0,49764.0,47613.0
202202상순,113725.0,59522.0,58471.0
202202중순,105368.0,53229.0,49437.0
202202하순,101352.0,47841.0,45754.0
202203상순,125014.0,57585.0,65662.0
202203중순,91314.0,65558.0,76899.0
202203하순,76570.0,74121.0,98330.0
202204상순,87349.0,73344.0,109458.0
202204중순,61739.0,60419.0,111122.0
202204하순,97390.0,55140.0,78874.0
202205상순,88217.0,55253.0,78419.0
202205중순,78076.0,31266.0,31217.0
202205하순,51450.0,35255.0,36884.0
202206상순,41437.0,35896.0,34770.0
202206중순,35209.0,33602.0,28859.0
202206하순,35619.0,29827.0,28742.0
202207상순,51406.0,41737.0,62286.0
202207중순,58025.0,45710.0,50957.0
202207하순,67013.0,39358.0,51957.0
202208상순,104137.0,32126.0,39809.0
202208중순,71858.0,22878.0,13524.0
202208하순,57504.0,31541.0,17941.0
202209상순,68686.0,33271.0,24993.0
202209중순,68678.0,58693.0,21764.0
202209하순,78182.0,88144.0,24685.0
202210상순,90291.0,81304.0,30034.0
202210중순,77014.0,93519.0,36544.0
202210하순,40450.0,94902.0,44653.0
202211상순,36933.0,64975.0,54661.0
